Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
21100237425,Systematic Reviews,20464053,,3.52,1.794,1.574
19700201140,Systematic Reviews in Pharmacy,9758453,,0.57,0.141,0.271
39088,Systematic Zoology,397989,,,,
130184,Systematics and Biodiversity,14772000,14780933,2.04,0.686,1.145
77253,Systematics and Geography of Plants,13747886,,,,
23656,Systemic Practice and Action Research,1094429X,15739295,1,0.299,0.855
27375,Systems Analysis Modelling Simulation,2329298,10294902,,,
22883,Systems and Computers in Japan,8821666,1520684X,,0.111,
25563,Systems and Control Letters,1676911,,3.4,1.939,1.742
21100856188,Systems and Control: Foundations and Applications,23249749,23249757,,,
7000153279,Systems and Synthetic Biology,18725325,18725333,,0.43,0.308
11700154736,Systems biology in reproductive medicine,19396368,19396376,1.58,0.558,0.595
21100852986,Systems Biomedicine,21628130,21628149,,0.228,0.27
22078,Systems Engineering,10981241,,1.18,0.285,0.612
4900152506,Systems Practice,8949859,,,,
4900152515,Systems Research,7317239,,,,
12909,Systems Research and Behavioral Science,10927026,10991743,0.98,0.414,0.695
19900193672,Systems Research Forum,17939666,17939674,,,
14527,Systems Science,1371223,,,,
21100803572,Systems Science and Control Engineering,,21642583,1.43,0.517,0.747
39224,"Systems, computers, controls",968765,,,,
5600152906,Szociologiai Szemle,12162051,,0.1,0.1,0.294
25999,T and D,15357740,,0.06,0.118,0
19610,TAB Journal,,,,,
21100852984,Tabaccologia,19701187,19701195,0,0.106,0
21100201095,Tabularia,16307364,,0,0.102,0
67435,Taehan Ch'ikkwa Uisa Hyophoe chi,,,,,
53121,Taehan Kan Hakhoe chi = The Korean journal of hepatology,12260479,,,,
145184,Taehan Kanho Hakhoe chi,15982874,,,,
28292,Taehan kanho. The Korean nurse,473618,,,,
19700201432,TAF Preventive Medicine Bulletin,1303734X,,0.1,0.118,0.129
19630,Tagliche Praxis,0494464X,,0,0.1,0
145602,Tailoring Biotechnologies,15741990,,,,
50127,Taipei Review,1608702X,,,,
21100853911,Taiwan Economic Review,10183833,,,,
5700164553,Taiwan Journal of Anthropology,17271878,,0,0.101,0
21100211322,Taiwan Journal of East Asian Studies,18126243,,0,0.101,0
24193,Taiwan Journal of Forest Science,10264469,,0.26,0.19,0.18
14000155884,Taiwan Journal of Linguistics,17294649,,0.19,0.146,0.347
21100243805,Taiwan Journal of Ophthalmology,22115056,22115072,0.19,0.14,0.197
9500153935,Taiwan Journal of Public Health,10232141,,0.15,0.145,0.135
21100829150,Taiwan Journal of TESOL,18149448,20767617,,,
10300153375,Taiwan Pharmaceutical Journal,10161015,,,,
23467,Taiwan Review,17275148,17275199,0,0.1,
21100201531,Taiwan Water Conservancy,4921550,,0.09,0.131,0.127
110099,Taiwan yi xue hui za zhi. Journal of the Formosan Medical Association,3717682,,,,
8000153126,Taiwanese Journal of Agricultural Chemistry and Food Science,16052471,,0.02,0.109,0.001
57383,Taiwanese Journal of Mathematics,10275487,,0.83,0.594,0.895
130096,Taiwanese Journal of Obstetrics and Gynecology,10284559,,1.02,0.412,0.549
21100464929,Taiwanese Political Science Review,10270221,,0.05,0.111,0
7200153192,Taiwania,0372333X,,0.57,0.343,0.644
13349,Taiyangneng Xuebao/Acta Energiae Solaris Sinica,2540096,,0.25,0.17,0.281
21100202746,TAL Traitement Automatique des Langues,12489433,,0.08,0.101,0.538
24555,Talanta,399140,,4.26,1.186,1.163
21100208309,Talent Development and Excellence,18690459,,0.79,0.321,0.281
20000195064,Taller de Letras,7160798,,0.04,0.126,0.312
300147005,Tamkang Journal of International Affairs,10274979,,0,0.105,0
300147002,Tamkang Journal of Mathematics,492930,20739826,0.56,0.334,0.942
14086,Journal of Applied Science and Engineering,15606686,,0.53,0.224,0.531
300147007,Tamkang Review,492949,,0.04,0.1,0.512
21100217203,Tamsui Oxford Journal of Information and Mathematical Sciences,22224424,22224432,0,0.102,0
19700171102,Tamsui Oxford Journal of Mathematical Sciences,,,,,
19700174982,Tanaffos,17350344,,0.65,0.269,0.435
21100407758,TANAP Monographs on the History of Asian-European Interaction,18716938,,,,
21100285048,T'ang Studies,7375034,17597633,0.07,0.102,0.319
86016,Tanisal ve girisimsel radyoloji : Tibbi Goruntuleme ve Girisimsel Radyoloji Dernegi yayin organi,13004360,,,,
14807,"Tanpakushitsu kakusan koso. Protein, nucleic acid, enzyme",399450,,,,
19700188476,Tanz,18697720,,,,
5000154605,Tanzania health research bulletin.,8566496,,,,
14200154710,Tanzania journal of health research,18216404,18219241,0.56,0.317,0.316
34332,Tappi,398241,,,,
32694,Tappi Journal,7341415,,0.69,0.328,0.317
29984,Tar heel nurse,399620,,0.03,0.101,
12553,Tara,,,,,
5800207676,Target,9241884,,0.74,0.448,1.094
4700152489,Targeted Oncology,17762596,1776260X,3.12,1.304,0.798
21100821485,Targets in Heterocyclic Systems,17249449,,0.42,0.173,0.153
19600157003,Tarim Bilimleri Dergisi,13007580,21489297,0.37,0.154,0.311
11200153527,Tarsadalom as Gazdasag,15889734,1589021X,,,
5700165452,Tarsadalomkutatas,2312522,15882918,,0.101,0
19600157903,Tasforests,10338306,,,,
21100199716,Tatra Mountains Mathematical Publications,12103195,,0.37,0.363,0.482
21100220124,Taurus,15153037,,0,0.101,0
19600166418,Tax Policy and the Economy,8928649,15372650,0.89,1.503,2.032
17307,Taxon,400262,,1.1,1.049,1.755
87339,TDR news,10285911,,,,
11600153441,TDR/The Drama Review,10542043,15314715,0.19,0.141,0.968
28481,Te Zhong Zhu Zao Ji You Se He Jin/Journal of Special Casting & Nonferrous Alloys,10012249,,0.06,0.113,0.068
5800179611,Teacher Development,13664530,17475120,0.63,0.57,0.614
19700187628,Teacher Educator,8878730,,0.59,0.345,0.456
5700156763,Teachers and Teaching: Theory and Practice,13540602,14701278,1.93,1.497,1.66
13995,Teachers College Record,1614681,14679620,1.09,0.953,0.954
19635,Teaching and Learning in Medicine,10401334,15328015,1.24,0.707,0.873
5000157102,Teaching and Learning in Nursing,15572013,15573087,0.49,0.334,0.495
23316,Teaching and Teacher Education,0742051X,,3,1.501,2.138
19700187709,Teaching Artist Journal,15411796,,0,0.1,0
200147113,Teaching Education,10476210,,1.14,0.563,0.822
21100372549,Teaching English with Technology,,16421027,0.25,0.177,0.189
13161,Teaching Geography,3058018,,,0.102,0.234
200147112,Teaching in Higher Education,13562517,14701294,1.57,0.83,1.362
145621,Teaching Mathematics and its Applications,2683679,,0.31,0.28,0.35
15320,Teaching of Psychology,986283,15328023,1.08,0.476,0.9
27710,Teaching Philosophy,1455788,21536619,0.29,0.215,0.426
21100782676,Teaching Public Administration,1447394,20478720,0.58,0.232,0.627
18675,Teaching Sociology,0092055X,,0.99,0.451,1.642
21100202933,Teaching Statistics,0141982X,14679639,0.22,0.152,0.711
18700156707,Teaching Theology and Religion,13684868,14679647,0.19,0.168,0.605
145328,Team Performance Management,13527592,,1,0.332,0.785
57528,TEC bulletin (Online),,,,,
14093,Tecbahia Revista Baiana De Tecnologia,1043285,,,,
39617,Tech Mess Atm,0340837X,,,,
21100451311,TECHNE,,22390243,0.29,0.218,0.054
21100235607,Techne: Research in Philosophy and Technology,1617249,,0.24,0.138,0.305
59274,Technews: The NAA Magazine of Newspaper Operations,10900217,,,,
13059,Technical Acoustics,10003630,,,,
20835,Technical Communication,493155,,1.03,0.768,0.97
18300156708,Technical Communication Quarterly,10572252,,2.09,1.124,1.135
101320,Technical Council on Lifeline Earthquake Engineering Monograph,,,,,
21100207636,Technical Electrodynamics,16077970,22181903,0.34,0.195,0.587
30573,"Technical Memorandium -CSIRO, Australia, Division of Water & Land Resources",,,,,
51315,Technical Paper - Society of Manufacturing Engineers. CM,,,,,
17936,Technical Paper - Society of Manufacturing Engineers. EM,1611852,,,,
17937,Technical Paper - Society of Manufacturing Engineers. FC,1611844,,,,
17939,Technical Paper - Society of Manufacturing Engineers. MF,0191085X,,,,
72883,Technical Paper - Society of Manufacturing Engineers. MM,,,,,
17959,Technical Paper - Society of Manufacturing Engineers. MS,1616382,,,,
55652,Technical Paper - Society of Manufacturing Engineers. PE,,,,,
12310,Technical Physics,10637842,10906525,0.7,0.39,0.97
12311,Technical Physics Letters,10637850,10906533,0.86,0.469,1.019
57621,"Technical Report - University of Texas at Austin, Center for Research in Water Resources",1472194,,0,0.103,0
38710,Technical Report CERC (US Army Engineer Waterways Experiment Station Coastal Engineering Research Center),7499477,,,,
20840,"Technical Report Series - World Health Organization, Geneva",5123054,5092507,0.2,0.116,0
13365,Technical Review - Mitsubishi Heavy Industries,266817,,,,
4700152722,Technical Services Quarterly,7317131,,0.12,0.252,0.856
65008,Technical Textiles,,,,,
16584,Technical Textiles International,9645993,,0.01,0.1,0
19600161804,Technics Technologies Education Management,18401503,,,,
14687,Technik Geschichte,0040117X,,,,
25880,Techniques - Sciences - Methodes,2997258,,0.02,0.102,0.003
12000154531,Techniques and Instrumentation in Analytical Chemistry,1679244,,,,
25374,Techniques in Coloproctology,11236337,1128045X,1.55,0.698,0.947
4700152775,Techniques in Foot and Ankle Surgery,15360644,15381943,0.17,0.18,0.163
25375,Techniques in Gastrointestinal Endoscopy,10962883,,0.28,0.159,0.101
19246,Techniques in Hand and Upper Extremity Surgery,10893393,,0.5,0.323,0.386
4700152776,Techniques in Knee Surgery,15360636,15381935,,,
69291,Techniques in Neurosurgery,10772855,,,,
4700152447,Techniques in Ophthalmology,15421929,15421937,,,
13077,Techniques in Orthopaedics,8859698,,0.31,0.215,0.167
19700180733,Techniques in Protein Chemistry,10808914,,,,
21963,Techniques in Regional Anesthesia and Pain Management,1084208X,,,0.131,0.067
19247,Techniques in Shoulder and Elbow Surgery,15239896,1539591X,0.12,0.129,0.082
35421,Techniques in Urology,10793259,,,,
17913,Techniques in Vascular and Interventional Radiology,10892516,,1.5,0.497,0.773
21100199736,Technische Mechanik,2323869,,0.66,0.341,0.532
110260,Technische Mitteilungen Krupp (English Edition),9309276,,,,
30539,Technische Mitteilungen PTT,401471,,,,
12421,Technische Sicherheit,14349728,14364948,0.03,0.124,0.213
16585,Technische Textilien,3233243,,,0.112,0
6000153223,Technoetic Arts: a journal of speculative research,1477965X,,0.15,0.114,0.411
18178,Technologia del Agua,2118173,,,,
145707,Technological and Economic Development of Economy,20294913,20294921,2.9,0.941,1.391
31179,Technological Forecasting,993964,,,,
14704,Technological Forecasting and Social Change,401625,,3.42,1.38,1.693
14715,Technology Analysis and Strategic Management,9537325,,1.82,0.605,0.825
21100457423,Technology and Change in History,1385920X,,,,
14717,Technology and Culture,0040165X,10973729,0.42,0.284,1.136
14446,Technology and Disability,10554181,,0.48,0.145,0.485
19644,Technology and Health Care,9287329,,0.84,0.279,0.481
30541,Technology Evaluation Center Assessment Program. Executive summary,,,,0.111,
13158,Technology in Cancer Research and Treatment,15330346,,1.64,0.559,0.623
18676,Technology in Society,0160791X,,1.6,0.404,0.991
21100461344,Technology Innovation Entrepreneurship and Competitive Strategy,1479067X,,0.22,,
98013,Technology Reports of Kansai University,4532198,,0,0.101,0
13394,Technology Reports of the Osaka University,306177,,,,
25413,Technology Review,1099274X,,0.06,0.112,
19700200832,"Technology, Knowledge and Learning",22111662,22111670,1.77,0.614,1.022
5800179620,"Technology, Pedagogy and Information",17475139,1475939X,1.69,0.891,1.405
28060,Technology: Journal of the Franklin Institute,10729240,,,,
14567,Technometrics,401706,15372723,1.82,1.546,1.34
14726,Technovation,1664972,,4.57,2.007,2.291
4700152622,TechTrends,87563894,,1.05,0.439,0.988
21100244943,TeCLa,20386133,,0,0.101,0
34309,Tecnica Italiana,401846,,,,
19200157110,Tecnica Pecuaria en Mexico,401889,,,,
16586,Tecnica Textile Internacional,401900,,,,
4700151921,Tecniche Chirurgiche in Ortopedia e Traumatologia,1724269X,,,,
20500195022,Tecnologia y Ciencias del Agua,1878336,,0.23,0.153,0.224
85572,"Tecnologica (Chicago, Ill.)",,,,,
101351,Tecnologica. MAP supplement. Blue Cross and Blue Shield Association. Medical Advisory Panel,,,,,
28987,Tectonics,2787407,,3.99,2.544,1.535
28990,Tectonophysics,401951,,2.72,1.611,1.241
14569,Tehnicki Vjesnik,13303651,,0.84,0.307,0.69
19700174882,Tehran University Medical Journal,16831764,17357322,0.21,0.139,0.165
70245,Teikyo Medical Journal,3875547,,0,0.1,0
145708,Tekhnicheskaya Diagnostika i Nerazrushayushchij Kontrol,2353474,,,,
17502,Teknik Dergi/Technical Journal of Turkish Chamber of Civil Engineers,13003453,,0.22,0.114,0.12
16606,Tekstil,4925882,,,0.108,0.159
85295,Tekstil i Obleklo,1310912X,,,,
21100199310,Tekstil ve Konfeksiyon,13003356,,0.4,0.217,0.485
54207,Tekstil ve Muhendis,13007599,21470510,0.24,0.184,0.364
100237,Tekstilec,3513386,,0.25,0.154,0.405
97509,Tekstilna Industrija,402389,,,,
80870,Tekstilna Promishlenost,,,,,
21100247033,Teksty Drugie,8670633,,0.01,0.1,0.052
20000195092,Tel Aviv,3344355,,0.97,0.838,1.486
38773,Telcom Report (English Edition),3444880,,,,
35968,Telecommunication Journal,0497137X,,,,
20865,Telecommunication Journal of Australia,402486,,,,
21916,Telecommunication Systems,10184864,15729451,1.21,0.239,0.704
21917,Telecommunications,,,,,
20867,Telecommunications (Americas Edition),2784831,,,,
21918,Telecommunications (International Edition),402494,,,,
20868,Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika),402508,,0.23,0.202,0.2
85010,Telecommunications International,15349594,,,,
20870,Telecommunications Policy,3085961,,2.14,0.787,1.574
20896,Telematics and Informatics,7365853,,4.33,1.299,2.137
83133,Telemedicine and telehealth networks : newsmagazine of distance healthcare,10917853,,,,
100635,Telemedicine and virtual reality,10895841,,,,
40133,Telemedicine Journal,10783024,,,,
23728,Telemedicine Journal and e-Health,15305627,15563669,1.46,0.661,0.662
19645,Telemedicine today,10780351,,,,
21946,Telephony,402656,,,,
5600155256,Television and New Media,15274764,,1.55,0.955,1.709
6700153398,Television Quarterly,402796,,,,
21100810444,Telfor Journal,18213251,23349905,0.17,0.102,0.116
21100256101,Telkomnika,16936930,23029293,0.63,0.265,0.58
33169,Tellus,402826,,,,
70792,"Tellus, Series A: Dynamic Meteorology and Oceanography",2806495,16000870,1.62,0.958,0.62
32805,"Tellus, Series B: Chemical and Physical Meteorology",2806509,16000889,2.03,1.203,0.654
23886,Telma,3404927,,,0.119,0.216
17308,Telopea,3129764,,0.44,0.38,0.295
5600152947,Telos,906514,1940459X,0.17,0.174,0.569
21100831441,TEM Journal,22178309,22178333,,,
21100219932,Temas Americanistas,2124408,19887868,0.06,0.1,0
21100312414,Temas em Psicologia,1413389X,21753652,0.26,0.173,0.308
19400158824,Temas Medievales,3275094,18502628,,0.102,0
16100154789,Temenos,4971817,,,,
20383,Temple Law Review,8998086,,0.33,0.5,0.533
6500153166,Tempo,402982,14782286,0.13,0.151,0.817
21100205962,Tempo (Brazil),14137704,1980542X,0.04,0.103,0.11
21100202945,Tempo e Argumento,21751803,,0.1,0.181,0.161
5400152703,Tempo Medico,4926749,,,,
5300152728,Tempo Medico Cuore,,,,,
21100199715,Tempo Psicanalitico,1014838,,0.03,0.113,0.007
5600153115,Tempo Social: Revista de Sociologia da USP,1032070,,0.21,0.135,0.622
17600155118,Temps des Medias,17642507,,0.06,0.103,0.247
16600154704,Temps Modernes,403075,,0.13,0.139,0.447
21100258401,Temps Zero,19135963,,0,0.101,0
79453,TEN Trends in Evidence-Based Neuropsychiatry,,,,,
24912,Tennessee historical quarterly,403261,,,,
20394,Tennessee law review,403288,,,,
19647,Tennessee medicine : journal of the Tennessee Medical Association,10886222,,0.01,0.103,
29998,Tennessee nurse / Tennessee Nurses Association,10553134,,0.06,0.103,
33023,Tenside,,,,,
37160,Tenside Detergents,403490,,,,
27081,"Tenside, Surfactants, Detergents",9323414,,0.74,0.218,0.366
7000153202,Teologia y Vida,493449,7176295,0.14,0.122,0
21100241635,Teologinen Aikakauskirja,403555,,0.04,0.139,0.222
19600157795,Teorema,2101602,,0.12,0.107,0.252
14354,Teoreticheskie Osnovy Khimicheskoi Tekhnologii,403571,,,,
21100197738,Teoria,11221259,,0.03,0.101,0
21100199534,Teoria de la Educacion,11303743,,0.31,0.234,0.678
21100208071,Teoria y Realidad Constitucional,11395583,,0.2,0.287,0.675
21100808441,Teorie Vedy/ Theory of Science,12100250,18046347,0.14,0.109,0.311
22016,Teorija in Praksa,403598,,0.31,0.252,0.523
21100258947,Teoriya i Praktika Fizicheskoy Kultury,403601,,0.24,0.19,1.067
22091,Teploenergetika,403636,,,,
12335,Teplofizika Vysokikh Temperatur,403644,,,,
19655,Terapevticheskii Arkhiv,403660,,0.25,0.141,0.174
12400154709,Terapia Psicologica,7166184,,1.12,0.394,0.875
34348,Teratogenesis Carcinogenesis and Mutagenesis,2703211,,,,
38272,Teratology,403709,,,,
31423,Terebijon Gakkaishi (Journal of the Institute of Television Engineers of Japan),3866831,,,,
5800207822,Terminology,9299971,15699994,0.42,0.155,0.648
13162,Terra,403741,,0.04,0.109,0.02
23889,Terra Antarctica,11228628,,,,
51424,Terra Antarctica Reports,,,,,
27806,Terra et Aqua,3766411,,,,
23890,Terra Nova,9544879,13653121,2.46,1.494,1.112
21100201041,Terra Sebvs,20669143,,0.1,0.111,0.378
17235,Terrae Incognitae,822884,,0.08,0.122,0.601
5600153348,Terrain,7605668,17775450,0.13,0.114,0.466
11300153504,Terrestrial Ecology,19367961,,,,
23885,"Terrestrial, Atmospheric and Oceanic Sciences",10170839,,0.56,0.28,0.416
7200153147,Territoire en Mouvement,19544863,,0.05,0.113,0.033
21100206248,Territorio,18258689,22396330,0.17,0.194,0.329
21100463834,"Territory, Politics, Governance",21622671,2162268X,1.79,0.661,0.721
28523,Terrorism and Political Violence,9546553,,2.12,1.163,1.66
144637,Tertiary Education and Management,13583883,,1.16,0.644,0.819
28479,Teshugang/Special Steel,10038620,,,,
1300147102,Tesis Doctorales del Instituto Espanol de Oceanografia,1578410X,,,,
5800208246,TESOL Journal,10567941,,0.58,0.349,0.525
4000150501,TESOL Quarterly,398322,,2.24,1.692,1.828
78278,Tessili per Impieghi Tecnici,11259183,,,,
14882,Test,11330686,,1.06,1.514,1.6
12997,Test Engineering and Management,1934120,,0,0.1,0
14331,Tests of Agrochemicals and Cultivars,9514309,,,,
21100212331,Tethys,16971523,11393394,0.78,0.228,0.397
26512,Tetrahedron,404020,,2.33,0.8,0.679
26513,Tetrahedron Asymmetry,9574166,1362511X,1.67,0.516,0.604
26514,Tetrahedron Letters,404039,,2.04,0.683,0.571
12000154523,Tetrahedron Organic Chemistry Series,14601567,,,,
28480,Tetsu-To-Hagane/Journal of the Iron and Steel Institute of Japan,211575,,0.41,0.449,0.812
19700186080,Texas cancer bulletin,8928290,,,,
17503,Texas Civil Engineer,404292,,,,
23627,Texas dental journal,404284,,0.06,0.104,
20638,Texas Heart Institute Journal,7302347,15266702,0.57,0.329,0.591
77391,Texas hospitals,404357,,,,
25445,Texas Journal of Science,404403,,,,
20436,Texas Law Review,404411,,1.34,1.865,1.857
19657,Texas Medicine,404470,,0.05,0.105,
29999,Texas nursing,0095036X,,,0.102,
67219,Texas state journal of medicine,967165,,,,
18491,Texas Studies in Literature and Language,404691,15347303,,,
20272,Texas Transportation Researcher,404748,,0,0.101,
5600155280,Text,1654888,16134117,,,
5600157616,Text & Talk,18607330,,0.63,0.326,0.625
5700154419,Text and Performance Quarterly,10462937,,0.36,0.242,0.874
21100787326,Text Matters,20832931,2084574X,0,0.101,0
17500155007,Text und Kritik,405329,,0,0.1,0
16100154774,Texte,7158920,,,,
38767,Textil a Chemia,1397656,,,,
4500151601,Textilat,13115308,,,,
17114,Textile Asia,493554,,0.03,0.105,0.052
32932,Textile Chemist and Colorist,0040490X,,,,
98079,Textile Chemist and Colorist and American Dyestuff Reporter,15262847,,,,
33659,Textile Dyer and Printer,404926,,,,
85946,Textile Forum,14313510,,,,
17118,Textile History,404969,,0.16,0.124,0.333
15300154852,Textile Horizons,13536184,,,,
91466,Textile Horizons,2606518,,,,
17119,Textile Horizons International,13510266,,,,
38631,Textile Industries,404985,,,,
17136,Textile Industries Dyegest Southern Africa,2540533,,,,
30194,Textile Inst & Industry,398357,,,,
17145,Textile Leader,10167536,,,,
17147,Textile Magazine,405078,,0,0.1,
17153,Textile Month,405116,,0,0.101,0
17154,Textile Museum Journal,837407,,,,
66080,Textile Network,16125096,,,0.1,
17157,Textile Outlook International,2684764,,0.15,0.1,0.612
17158,Textile Progress,405167,,2.25,0.457,2.35
13366,Textile Rental,1950118,,0,0.1,0
17159,Textile Research Journal,405175,,1.61,0.551,1.347
19700180811,Textile Science and Technology,9204083,,,,
70848,Textile Technology,,,,,
17160,Textile Technology International,9532404,,,,
84925,Textile Topics,10435239,,,,
4000151002,Textile View Magazine,13845306,,0,0.1,0
5000158116,Textile View2 Magazine,18726127,,0,0.102,
17172,Textile World,405213,,0.05,0.103,
4700152767,Textile: The Journal of Cloth and Culture,14759756,,0.17,0.108,0.335
17173,Textiles Eastern Europe,13545981,,,,
16629,Textiles Magazine,404837,,,,
17175,Textiles Magazine,13671308,,,,
84226,Textiles Panamericanos,493570,,0,0.1,0
67521,Textiles South East Asia,17433231,,,,
17170,Textiles Trends,405205,,0,0.101,0
17184,Textilkunst International,,,,,
5800228219,Textil-Revue,404861,,0,0.1,
17185,Textilveredlung,405310,,,,
17098,TextilWirtschaft,0040487X,,0,0.1,0
19400157238,Texto e Contexto Enfermagem,1040707,,0.58,0.273,0.57
21100833036,Texto Livre,,19833652,,,
21100406821,Texts and Editions for New Testament Study,15747085,,,,
21100455736,Texts and Studies in Eastern Christianity,22130039,,,,
21100406946,Texts and Studies on the Qur'an,15672808,,,,
18536,Textual Practice,0950236X,14701308,0.17,0.123,0.464
21100432543,Thai Forest Bulletin (Botany),2465423X,4953843,0.11,0.127,0.177
54639,Thai Journal of Agricultural Science,493589,,,0.115,0.467
19900192463,Thai Journal of Mathematics,16860209,,0.2,0.235,0.49
71654,Thai journal of nursing,1250078,,,,
19700175006,Thai Journal of Pharmaceutical Sciences,1254685,,0.21,0.138,0.16
12300154723,Thai Journal of Veterinary Medicine,1256491,,0.25,0.162,0.182
21100834346,Thailand Statistician,16859057,23510676,,,
19600166213,Thaiszia Journal of Botany,12100420,,0.15,0.137,0.109
14333,Thalamus and Related Systems,14729288,17448107,,,
19400157218,Thalassas,2125919,,0.34,0.154,0.253
21100854211,Thalassemia Reports,,20394365,,,0.051
11600154618,Thalassographica,2503298,,,,
26730,"The ABNF journal : official journal of the Association of Black Nursing Faculty in Higher Education, Inc",10467041,,0.58,0.328,
27064,The Academic nurse : the journal of the Columbia University School of Nursing,10620249,,,,
71348,The Admitting management journal,,,,,
57564,The African journal of medical sciences,20028,,,,
27089,The Alabama nurse,24317,,0.04,0.101,
27924,The all England law reports,25569,,,,
23785,The Alpha omegan,26417,,,0.17,
100353,The Alumnae magazine,26700,,,,
28182,The Alumni magazine,1492608,,,,
145075,The American heart hospital journal,15419215,,,,
56243,The American journal of Chinese medicine,902942,,,,
145613,The American Journal of Family Therapy,1926187,,0.69,0.305,0.481
62261,The American journal of hospice care,7491565,,,,
5600153107,The American Journal of Islamic Social Sciences,7426763,,,,
12683,The American journal of jurisprudence,658995,,0.87,0.281,3.859
73811,The American journal of knee surgery,8997403,,,,
94030,The American journal of medical electronics,965286,,,,
33158,The American journal of orthopedic surgery,659002,,,,
5000155602,The American journal of orthopedics,8917507,,,,
19700186045,The American journal of roentgenology and radium therapy,925632,,,,
58826,"The American journal of roentgenology, radium therapy, and nuclear medicine",29580,,,,
27117,The American nurse,981486,,0.05,0.105,
21100198539,The American Oil & Gas Reporter,1459198,,,,
16931,The American Sociologist,31232,,0.46,0.35,0.576
13145,The American University law review,31453,,0.4,0.208,
23909,The Analyst,32654,13645528,3.8,1.249,0.937
95296,"The Annals of otology, rhinology & laryngology. Supplement",968056,,,,
56033,The annual of the Society of Christian Ethics. Society of Christian Ethics (U. S.),7324928,,,,
27268,The Antioch Review,35769,,0,0.1,0
21100242229,The APPEA Journal,13264966,,,,
70020,The Arkansas dental journal,41769,,,,
11700154314,The Asia Pacific Journal of Thoracic and Cardiovascular Surgery,13242881,,,,
9800153105,The AustralAsian Journal of Cardiac and Thoracic Surgery,10372091,,,,
19700186276,The Australasian journal of optometry,0817881X,,,0.123,
89833,The Australian and New Zealand journal of mental health nursing,13243780,,,,
66079,The Australian Journal of Anthropology,10358811,,0.51,0.291,0.857
27141,The Australian journal of holistic nursing,13228803,,,,
19500157632,The Australian journal of optometry,450642,,,,
19700186064,The Australian journal of science,3653668,,,,
36492,The Bell System technical journal,58580,,,,
12588,The Birth gazette,8903255,,,,
21806,The Body positive,10484396,,,,
20762,The Book Collector,67237,,,0.106,0
12100155624,The Botanical Magazine Tokyo,0006808X,,,,
11400153301,The Botanical Review,68101,,1.81,0.708,0.814
80756,The Bristol medico-chirurgical journal,3086356,,,,
63065,The British dental surgery assistant,70629,,,,
98458,The British journal of addiction to alcohol and other drugs,70890,,,,
14500154722,The British Journal of Animal Behaviour,9505601,,,,
74962,The British journal of cancer. Supplement,3069443,,,,
19700186021,The British journal of dermatology and syphilis,3662845,,,,
63551,The British journal of physiological optics,71218,,,,
58293,The British journal of psychiatry. Supplement,9605371,,,,
70967,The British journal of theatre nursing : NATNews : the official journal of the National Association of Theatre Nurses,13530224,,,,
93456,The Bulletin of mathematical biophysics,74985,,,,
92682,The Bulletin of the American College of Physicians,28010,,,,
86537,The Bulletin of the Michigan Dental Hygienists' Association,7465564,,,,
19700186297,The Bulletin of the Virginia State Dental Association,,,,,
23647,The Bulletin of Tokyo Dental College,408891,,0.33,0.246,
94509,The Canadian dental hygienist,83380,,,,
14001,The Canadian Historical Review,83755,,0.24,0.17,0.827
21100438596,The Canadian journal of critical care nursing,23688653,,0.57,0.215,
55012,The Canadian journal of infection control,11835702,,,,
16596,The Canadian journal of medical radiation technology / CAMRT,8205930,,,,
66728,"The Canadian journal of radiography, radiotherapy, nuclear medicine",3194434,,,,
67199,The Canadian nurse,84581,,0.03,0.101,
12494,The Catholic lawyer,88137,,,,
65051,The Centennial Review,1620177,,,,
75109,The Cerebral palsy journal,,,,,
13243,The Chaucer Review,92002,15284204,0.23,0.244,0.809
19700172001,The Chemist's Section of the Cotton Oil Press,959774,,,,
21100417004,The Chicago Journal of Nervous and Mental Disease,10601694,,,,
24396,The Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA),14626446,,0.92,0.329,
5800207390,The Clinical Supervisor,7325223,1545231X,1.39,0.496,0.91
59989,The Compendium of continuing education in dentistry,7340338,,,,
19700186188,The Dental gazette,2651440,,,,
19600162051,The Dental journal of Australia,3669270,,,,
91744,The Dental journal of Malaysia & Singapore,118648,,,,
65282,The Dental magazine and oral topics,3082245,,,,
79039,The Dental practitioner and dental record,118729,,,,
19600162044,The Dental record,2661055,,,,
17600155603,The Dublin Journal of Medical and Chemical Science,3321029,,,,
12100157205,The Dublin Journal of Medical Science,0790231X,,,,
12100157204,The Dublin Quarterly Journal of Medical Science,7902328,,,,
51117,The Eastern Anthropologist,128686,,,0.118,0.06
11800154305,The ESP Journal,2722380,,,,
82669,The Eugenics review,,,,,
18700156725,The European journal of esthetic dentistry : official journal of the European Academy of Esthetic Dentistry,18620612,,,,
25029,The European journal of prosthodontics and restorative dentistry,9657452,,0.48,0.265,
93714,The Family planning manager,10609172,,,,
93799,The Federal reporter,,,,,
39071,"The Fibril Angle, Fall 1996 Newsletter - Cellulose, Paper and Textile Division of the American Chemical Society",,,,,
